user,waktu,review,label,clean_text,prediksi_model
Edi Utomo,4 tahun lalu,Pemandangannya mantap puolll,positif,pandang mantap puolll,positif
Dimas Raditya,setahun lalu,cocok buat pemula 😹 …,positif,cocok buat mula,positif
Ahmad Dzaki,3 tahun lalu,"Menyenangkan, membuat pengalaman baru, sejuk",positif,senang buat alam baru sejuk,positif
Lukman Chakim,4 tahun lalu,Viewnya bagus ga ada dua nya,positif,viewnya bagus ga ada dua nya,positif
Alicia syifa,setahun lalu,Pemandangan ya cantik bgt,positif,pandang ya cantik bgt,positif
Pijar Damar,3 tahun lalu,Sarana rekreasi keluarga yg nyaman..,positif,sarana rekreasi keluarga yg nyaman,positif
PUR WANTO,7 tahun lalu,Bagus,positif,bagus,positif
Nizam Saja,7 tahun lalu,Tempatnya bagus tapi tidak ada wahana ekstrim,positif,tempat bagus tapi tidak ada wahana ekstrim,positif
Hanifah Dewi,7 tahun lalu,"Tempatnya indah banget
Cantik
Udaranya sejuk",positif,tempat indah banget cantik udara sejuk,positif
Nuni Indah,7 tahun lalu,Tempat wisata yang indah,positif,tempat wisata yang indah,positif
Cindy Clarissa,3 tahun lalu,bagus banget,positif,bagus banget,positif
dewi ananda,7 tahun lalu,"Keren View nya dan Treck Nya, Subhanallah",positif,keren view nya dan treck nya subhanallah,positif
M Rifa'i,7 tahun lalu,Tempat nya sungguh sangat keren dan sejuk,positif,tempat nya sungguh sangat keren dan sejuk,positif
Caem abiz,8 tahun lalu,"Tempat , yg bagus . untuk pecinta touring",positif,tempat yg bagus untuk cinta touring,positif
Dedy Purnawan,4 tahun lalu,indah,positif,indah,positif
agung aje,6 tahun lalu,Pemandangannya indah,positif,pandang indah,positif
Fendy Setiawan,4 tahun lalu,"Terletak di KABUPATEN BLITAR, tempat yang sangat keren 😍😍 …",positif,letak di kabupaten blitar tempat yang sangat keren,positif
mmaskur 1,6 tahun lalu,Keindahan tebing dan kawah,positif,indah tebing dan kawah,positif
Aris Ayank,7 tahun lalu,Sekarang semakin bagus,positif,sekarang makin bagus,positif
SYEIKHU ALFA RIDHO,7 tahun lalu,Pemandangan nya indah.. Tiket nya murah,positif,pandang nya indah tiket nya murah,positif
Mohammad Khafid Barokum,7 tahun lalu,Tempat yang bagus untuk wisata bersama keluarga,positif,tempat yang bagus untuk wisata sama keluarga,positif
Muhammad Syamsudin Aminnurochman,6 tahun lalu,"Pandangannya indah, cocok buat foto-foto",positif,pandang indah cocok buat fotofoto,positif
Imania Larasati,8 tahun lalu,Bagus sekali pemandangan di Gunung Kelud👍 …,positif,bagus sekali pandang di gunung kelud,positif
Danc spectrum,7 tahun lalu,"Dingin banget ,, cocoklah buat menyegarkan kulit",positif,dingin banget cocok buat segar kulit,positif
Della Hanifa Putri Suryani,5 tahun lalu,Pemandangannya sangat indah,positif,pandang sangat indah,positif
Saras Suratmi,setahun lalu,Tempat nyaman buat nyataj,positif,tempat nyaman buat nyataj,positif
Andreas Nugroho,Diedit 6 tahun lalu,Cocok utk rekreasi bersama keluarga,positif,cocok utk rekreasi sama keluarga,positif
shobari karim,7 tahun lalu,"Pemandangan yang menakjubkan, saya suka tempat ini",positif,pandang yang takjub saya suka tempat ini,positif
Rendy H Izzano,4 tahun lalu,Keren,positif,keren,positif
Yudhi Aripurnomo,8 tahun lalu,"Salah satu andalan wisata kab blitar, mantap 👍 …",positif,salah satu andal wisata kab blitar mantap,positif
qurbaidh firdaus,4 tahun lalu,Pemandangannya bagus,positif,pandang bagus,positif
Rais Malik,3 tahun lalu,Tempatnya bagus dan sejuk😊 …,positif,tempat bagus dan sejuk,positif
Ervita Nindy,8 tahun lalu,Wisata alam yg bnar benar indah.,positif,wisata alam yg bnar benar indah,positif
SAYAKTI HADIAN,3 tahun lalu,Bagus sekali pemandanganya.,positif,bagus sekali pemandanganya,positif
Andrianna,Diedit 3 tahun lalu,nice place,positif,nice place,positif
Aldi K,setahun lalu,Aspal masih banyak yang rusak,negatif,aspal masih banyak yang rusak,negatif
Wawan Putri's,8 tahun lalu,"View scend yg keren, setelah erupsi...  Good view",positif,view scend yg keren telah erupsi good view,positif
HIJRAH BIKHOIR,4 tahun lalu,Kayaknya indah...nuansa alamnya masya Alloh...,positif,kayak indahnuansa alam masya alloh,positif
binti khotimah,5 tahun lalu,Bagus banget gunung nya 🤩🤩🤩🤩😔 …,positif,bagus banget gunung nya,positif
Pecinta Politik,4 tahun lalu,Cocok dinikmati pagi hari.,positif,cocok nikmat pagi hari,positif
Edi tri Mulyono,4 tahun lalu,Nyaman,positif,nyaman,positif
dani pramasitha,8 tahun lalu,PEMANDANGANNYA 100% INDAH,positif,pandang indah,positif
Didik Kanciel015,6 tahun lalu,Pemandangan nya indah dan sejuk udaranya,positif,pandang nya indah dan sejuk udara,positif
Ani Anastasia,3 tahun lalu,Sumpah keren banget tempatnya,positif,sumpah keren banget tempat,positif
Arie alfaShanty,7 tahun lalu,Salah satu destinasi wisata kota Kediri yg indah,positif,salah satu destinasi wisata kota diri yg indah,positif
Linda Triyanti Wongso,8 tahun lalu,"Sejauh mata memandang, hamparan bukit hijau,,",negatif,jauh mata pandang hampar bukit hijau,negatif
anggrek ungu,setahun lalu,sangat indah dan jg tdk cape,positif,sangat indah dan jg tdk cape,positif
al kencleng,6 tahun lalu,bagus pemandangannya,positif,bagus pandang,positif
Choirul Arif,7 tahun lalu,gunung kelud adalah tempat wisata alam yang bagus,positif,gunung kelud adalah tempat wisata alam yang bagus,positif
E Hartono,8 tahun lalu,Destinasi wisata wajib dikunjungi jika ke blitar...,negatif,destinasi wisata wajib kunjung jika ke blitar,negatif
The Dropers,8 tahun lalu,"Bagus,saya terakhir kali tahun 2014 ke sana.",positif,bagussaya akhir kali tahun ke sana,positif
Bachtiar Azhar,2 tahun lalu,Top seru tapi ketemu sama pendaki trouble,positif,top seru tapi ketemu sama daki trouble,positif
mfajarr,7 tahun lalu,Tempat yg cocok untuk keluarga..sejuk,positif,tempat yg cocok untuk keluargasejuk,positif
Ikam Gading Fajar Romadhon,6 tahun lalu,Tempat nya masih asri dan Nyaman,positif,tempat nya masih asri dan nyaman,positif
Ongki,2 tahun lalu,Pemandangan nya indah.,positif,pandang nya indah,positif
Pandega Hutama,7 tahun lalu,Cocok buat refreshing,positif,cocok buat refreshing,positif
erna wati,5 tahun lalu,gunung ku memang bagus gunung klud,positif,gunung ku memang bagus gunung klud,positif
Agung,7 tahun lalu,"Sejuk, banyak tempat wisatanya.",positif,sejuk banyak tempat wisata,positif
MUHAMMAD FARID OFFICIAL,4 tahun lalu,"Adem,asri,mantaps pokoknya",positif,ademasrimantaps pokok,positif
Naila Sajidah,7 tahun lalu,Pemandangan yang disajikan sangat indahhhh,positif,pandang yang saji sangat indahhhh,positif
Adamstark Yossaadam,7 tahun lalu,Tempat dan view nya baguss bgt,positif,tempat dan view nya baguss bgt,positif
Ebit Priyono,8 tahun lalu,Mantappp,positif,mantappp,positif
nimasekar,4 tahun lalu,Lebih bagus sebelum meletus dulu,positif,lebih bagus belum letus dulu,positif
Setrenan Muebel,3 tahun lalu,Suasananya sejuk dan nyaman,positif,suasana sejuk dan nyaman,positif
Derby Prayogo,6 tahun lalu,Mantap. Banyak spot foto nya,positif,mantap banyak spot foto nya,positif
Muchammad Ilham Muzadi,9 tahun lalu,Pemandangan sangat menak jubkan,positif,pandang sangat menak jubkan,positif
Salman Nur Fitriawan,6 tahun lalu,"Bagus tempatnya, cocok untuk wisata",positif,bagus tempat cocok untuk wisata,positif
MARZ TRANS,2 tahun lalu,sungguh indah pemandangan'y,positif,sungguh indah pemandangany,positif
Queen Fashion,8 tahun lalu,Setelah anak kelud hilang jadi makin cantik,positif,telah anak kelud hilang jadi makin cantik,positif
fazza cha'em,setahun lalu,Tempatnya indah banget,positif,tempat indah banget,positif
Rustam Rustam,2 tahun lalu,Pemandangan yang sangat indah,positif,pandang yang sangat indah,positif
Meiko Kdr,8 tahun lalu,Hawanya sejuk bikin ingin kesini terus,positif,hawa sejuk bikin ingin kesini terus,positif
John Kechenk,3 tahun lalu,Sangat indah,positif,sangat indah,positif
Blitaryan,4 tahun lalu,Seru tukang ojeknya ramah,positif,seru tukang ojek ramah,positif
Judi Undi Pristawa,8 tahun lalu,Bagus sekali untuk tempat wisata,positif,bagus sekali untuk tempat wisata,positif
Imam Kanapi,3 tahun lalu,Pemandangan yang sangat indah,positif,pandang yang sangat indah,positif
Dina Febriana,8 tahun lalu,tempatnya keren ketinggianya cukup,positif,tempat keren ketinggianya cukup,positif
Ali Baba,8 tahun lalu,View yang bagus..instagraviable banget dah,positif,view yang bagusinstagraviable banget dah,positif
Ayatulloh Nur Isnaini Arba'i,6 tahun lalu,Salah satu gunung yang mudah untuk dikunjungi 😁 …,positif,salah satu gunung yang mudah untuk kunjung,positif
zainal kenshin,6 tahun lalu,Bagus sekali andainya AQ bisa kesan,positif,bagus sekali andai aq bisa kesan,positif
Naryee Buthexz,3 tahun lalu,Amazing...takjub dengan ciptaan tuhan,positif,amazingtakjub dengan cipta tuhan,positif
Aman Sentoso,setahun lalu,Pemandangan bagus,positif,pandang bagus,positif
Candra Ade Hendrawan,6 tahun lalu,"tempatnya strategis,bersih,nyaman,dan sejuk",positif,tempat strategisbersihnyamandan sejuk,positif
Adi Prasetyo,7 tahun lalu,Lumayan sayang masuknya mahal,negatif,lumayan sayang masuk mahal,negatif
mr ronny,4 tahun lalu,nyaman n santai nikmat bgt,positif,nyaman n santai nikmat bgt,positif
lixga mardani,7 tahun lalu,"Keren abis ,tapi jalan perlu di perbaiki lagi",positif,keren abis tapi jalan perlu di baik lagi,positif
Rizky Septiani Mazri,7 tahun lalu,Pmandangan dr atas keren,positif,pmandangan dr atas keren,positif
darwan triyono,7 tahun lalu,"Murah, indah",positif,murah indah,positif
Uba Rahmat Setiawan,8 tahun lalu,"Pertama kesini tahun 2008, tempat yang keren",positif,pertama kesini tahun tempat yang keren,positif
Dony Masyhuri,8 tahun lalu,Buat yg pengen ngerefresh otak wajib datang ke sini,negatif,buat yg ken ngerefresh otak wajib datang ke sini,negatif
Agoeng Semi,6 tahun lalu,Recomended buat yg suka traveling,positif,recomended buat yg suka traveling,positif
yessheiscecilia,7 tahun lalu,Good place to visit while u going to kediri,positif,good place to visit while u going to diri,positif
Moch. Irvan Saputro,7 tahun lalu,memiliki panorama alam yang sangat indah,positif,milik panorama alam yang sangat indah,positif
Afg Hury,6 tahun lalu,sayang danau kelud gak ada ikannya he he he he he he,negatif,sayang danau kelud gak ada ikan he he he he he he,negatif
AGRO TANAMAN MURAH,8 tahun lalu,Cocok untuk wisata alam,positif,cocok untuk wisata alam,positif
Adelia Yasya,8 tahun lalu,View nya bagus bgt 😍 …,positif,view nya bagus bgt,positif
corat coret,7 tahun lalu,Indah dan ke hijau pokoknya bikin nyaman,positif,indah dan ke hijau pokok bikin nyaman,positif
Cahaya Kanaya,6 tahun lalu,Sejuk,positif,sejuk,positif
R. Rendy Arizona,8 tahun lalu,Nice mountain,positif,nice mountain,positif
Andhika Bagas prasetyo,7 tahun lalu,Banyak sport foto yang bagus,positif,banyak sport foto yang bagus,positif
Wahyuphe (Wahyuphe),9 tahun lalu,Adem. Good view,positif,adem good view,positif
Abdul Halim,3 tahun lalu,Bagus pemandanganya,positif,bagus pemandanganya,positif
juli irsandhy,7 tahun lalu,Indah banget,positif,indah banget,positif
varioo varioo,4 tahun lalu,Pemandangan sangat indah,positif,pandang sangat indah,positif
Lintang Gading,6 tahun lalu,Bagus tapi pas kesana mendung wkwkw,positif,bagus tapi pas kesana mendung wkwkw,positif
Penikmat Makanan,setahun lalu,Keren banget subhanallah,positif,keren banget subhanallah,positif
AYRIN EKALIA,setahun lalu,sejuk poll gesss,positif,sejuk poll gesss,positif
David Sofiyulloh,8 tahun lalu,Gunung yang indah...,positif,gunung yang indah,positif
ngluyur Thok,2 tahun lalu,Indah aja,positif,indah aja,positif
Mala Nurbaiti,7 tahun lalu,Subahanawloh.. ciptaan allah emng keren,positif,subahanawloh cipta allah emng keren,positif
Daigo Tanu,7 tahun lalu,Salah satu tempat terindah di Indonesia💕 …,positif,salah satu tempat indah di indonesia,positif
Ana Dw,8 tahun lalu,Karena tempatnya bagus,positif,karena tempat bagus,positif
ridho utomo,8 tahun lalu,Tempat yang indah untuk dikunjungi di Kediri,positif,tempat yang indah untuk kunjung di diri,positif
Ardi Saputra,Diedit 8 tahun lalu,Sangat bagus dan segar,positif,sangat bagus dan segar,positif
Afif Fatur,6 tahun lalu,Bagus viewnya,positif,bagus viewnya,positif
Aryabima Adiaksa,setahun lalu,Temoatnya keren,positif,temoatnya keren,positif
Lisa Smith,3 tahun lalu,Bagus tempat nya,positif,bagus tempat nya,positif
Carment Cortez,7 tahun lalu,"Amazing view, and have a cold weather",positif,amazing view and have a cold weather,positif
jhe,5 tahun lalu,Sungguh indah ciptaan Allah,positif,sungguh indah cipta allah,positif
Amry Amirudin,5 tahun lalu,Mantap dan Bagus dan indah,positif,mantap dan bagus dan indah,positif
Pak Jun,4 tahun lalu,viewnya bagus,positif,viewnya bagus,positif
Bagas kara,3 tahun lalu,wisata alam tapi seru,positif,wisata alam tapi seru,positif
Om Kris,8 tahun lalu,Suasananya nyaman dingin,positif,suasana nyaman dingin,positif
Lailatul Maghfiroh,3 tahun lalu,Sangat menakjubkan,positif,sangat takjub,positif
Adimas Waskito Jati,3 tahun lalu,Gunung yang luar biasa,positif,gunung yang luar biasa,positif
Nabila Shinta Maylia,6 tahun lalu,Bagus tempatnya,positif,bagus tempat,positif
Broer 90,8 tahun lalu,View terbaik di jawa timur,positif,view baik di jawa timur,positif
eko kurnia,8 tahun lalu,Gaperna bosen kesini. Sejuk 😊 …,positif,gaperna bosen kesini sejuk,positif
Anang Ma'rufin,2 tahun lalu,Indah...,positif,indah,positif
Ahmad Soleh Chamdani (Cak Mad),6 tahun lalu,Wooww amazing 😘👍🏻👍🏻👍🏻❤️🇮🇩 …,positif,wooww amazing,positif
Denni Setyawan,5 tahun lalu,Alam banget keren,positif,alam banget keren,positif
Jatilondo Semarang,7 tahun lalu,jaga kebersihan dan kelestariannya,positif,jaga bersih dan lestari,positif
Arinta Purwanti,8 tahun lalu,Subhanalloh..indahnya ciptaan Alloh,positif,subhanallohindahnya cipta alloh,positif
Icuk Sugiarto,7 tahun lalu,bagus pemandangannya,positif,bagus pandang,positif
Sonny Purwanto,8 tahun lalu,tempat wisata yang bagus,positif,tempat wisata yang bagus,positif
Badai Badaiputra,9 tahun lalu,Karna pemandangannya indah,positif,karna pandang indah,positif
Yasen,8 tahun lalu,Bagus pemandangannya,positif,bagus pandang,positif
B A N I CHANNEL,5 tahun lalu,Begitu Indahnya Alama ini,positif,begitu indah alama ini,positif
Ageng Ismail,3 tahun lalu,Rodok panas tpi rapopo,negatif,rodok panas tpi rapopo,negatif
home . id,7 tahun lalu,Sayang nggak bisa naik,negatif,sayang nggak bisa naik,negatif
Bozzqy TV,7 tahun lalu,pemandangan alam bagus,positif,pandang alam bagus,positif
Bagoes Aryana,2 tahun lalu,Indah dan Joss tenan,positif,indah dan joss tenan,positif
Bapak Makelar,7 tahun lalu,Bagus lebih tertata,positif,bagus lebih tata,positif
Bayu Bagus,7 tahun lalu,Bagus pemandangannya,positif,bagus pandang,positif
kalun_wijaya,4 tahun lalu,Nice place. I went to kelud twice,positif,nice place i went to kelud twice,positif
Heri Gusdur,8 tahun lalu,Saya sangat suka sekali,positif,saya sangat suka sekali,positif
Aidil Alwi,7 tahun lalu,Indah amat nih gunung,positif,indah amat nih gunung,positif
Endro Gangbuntu,3 tahun lalu,Sangat bagus 👍👍 …,positif,sangat bagus,positif
Ibass ae,7 tahun lalu,Kelud keren 😊 …,positif,kelud keren,positif
Ini Saya,Diedit 4 tahun lalu,Seru...pemandangan juga indah,positif,serupemandangan juga indah,positif
rendi hariyanto,7 tahun lalu,Seru,positif,seru,positif
Andri Ragil,8 tahun lalu,Amazing,positif,amazing,positif
Hartoni Toni,8 tahun lalu,rekreasi yang sangat indah,positif,rekreasi yang sangat indah,positif
Fabio,7 tahun lalu,"Adem, pemandangan indah",positif,adem pandang indah,positif
Aan Mahesa,6 tahun lalu,Sangat indah sekali..,positif,sangat indah sekali,positif
Ilham Ikhtiar,7 tahun lalu,"Gunung indah,asri nyaman,berkabut",positif,gunung indahasri nyamanberkabut,positif
06:30 Pagipagi,3 tahun lalu,pengalaman mantap,positif,alam mantap,positif
Kecap Asin,9 tahun lalu,Suasananya sangat indah,positif,suasana sangat indah,positif
SANDRAWANA,3 tahun lalu,Gunung kelud benar benar indah,positif,gunung kelud benar benar indah,positif
vissel pesek,9 tahun lalu,Tempatnya Bagus,positif,tempat bagus,positif
DIMAS FAJAR Sulaiman,7 tahun lalu,Mantap lah pokoknya,positif,mantap lah pokok,positif
Adinda Puspitasari,8 tahun lalu,Karna keindahanya dan ke eksotisanya,positif,karna keindahanya dan ke eksotisanya,positif
F O R T K N O X,6 tahun lalu,pemandanganya bagus,positif,pemandanganya bagus,positif
Riris Mouriez,8 tahun lalu,Tempat yang indah,positif,tempat yang indah,positif
Ibnu Fajar,7 tahun lalu,Mantap jalurnya,positif,mantap jalur,positif
Rudi Rulozz,7 tahun lalu,Pemandangannya amazing,positif,pandang amazing,positif
agustin istiyaningrum,8 tahun lalu,Suka buat camp,positif,suka buat camp,positif
bagas putra,6 tahun lalu,Bagus sekali,positif,bagus sekali,positif
sugeng hariyadi,8 tahun lalu,Sangat bagus dan indah,positif,sangat bagus dan indah,positif
yuda paramon,8 tahun lalu,Tempat mudah dijangkau,positif,tempat mudah jangkau,positif
Sefan Putra,7 tahun lalu,Tempat nya indah bangett,positif,tempat nya indah bangett,positif
Dhihan Zahriz,setahun lalu,Baik,positif,baik,positif
Nafian Alamsyah,6 tahun lalu,Tempat yang indah untuk dikunjungi,positif,tempat yang indah untuk kunjung,positif
Inggit MeiTriana,7 tahun lalu,agakk pans tpi enakk,positif,agakk pans tpi enakk,positif
Satria Bagus Pratama,7 tahun lalu,Tempat bagus dan indah,positif,tempat bagus dan indah,positif
Wulan Sawitri,7 tahun lalu,Luar biasa indahnya😍 …,positif,luar biasa indah,positif
